gene_id	transcript_id	gene_name	gene_length	CDS
ENSG00000114923.17	ENST00000273063.10	SLC4A3	4246	215-3994
ENSG00000116106.12	ENST00000281821.7	EPHA4	6362	57-3017
ENSG00000135903.20	ENST00000392070.7	PAX3	3359	384-1838
ENSG00000163082.10	ENST00000321276.8	SGPP2	4983	61-1260
ENSG00000116120.11	ENST00000281828.8	FARSB	6761	20-1789
ENSG00000124003.13	ENST00000446656.4	MOGAT1	1176	129-1136
ENSG00000123983.14	ENST00000357430.8	ACSL3	5577	430-2592
ENSG00000152049.6	ENST00000281830.3	KCNE4	3291	332-997
ENSG00000171951.5	ENST00000305409.3	SCG2	2434	92-1945
ENSG00000152056.17	ENST00000396654.7	AP1S3	3986	133-597
ENSG00000286239.1	ENST00000650969.1	AC093884.1	3429	16-543
ENSG00000085449.15	ENST00000233055.9	WDFY1	4607	52-1284
ENSG00000135900.4	ENST00000258383.4	MRPL44	1689	11-1009
ENSG00000135919.14	ENST00000409840.7	SERPINE2	2569	662-1855
ENSG00000124019.10	ENST00000389874.3	FAM124B	2594	227-1045
ENSG00000036257.13	ENST00000264414.9	CUL3	6756	355-2661
ENSG00000283428.1	ENST00000638102.1	CCDC195	606	1-606
ENSG00000135905.19	ENST00000644695.1	DOCK10	7320	60-551
ENSG00000144460.12	ENST00000636099.1	NYAP2	5461	1047-3008
ENSG00000169047.5	ENST00000305123.5	IRS1	9705	1022-4750
ENSG00000144468.17	ENST00000392062.7	RHBDD1	5061	426-1373
ENSG00000081052.13	ENST00000396625.5	COL4A4	9984	301-5373
ENSG00000169031.20	ENST00000396578.8	COL4A3	8038	104-5116
ENSG00000168958.20	ENST00000353339.7	MFF	2186	442-1470
ENSG00000168955.4	ENST00000304568.4	TM4SF20	2414	39-728
ENSG00000284629.1	ENST00000641359.1	SCYGR1	267	1-267
ENSG00000173744.17	ENST00000310078.12	AGFG1	8668	261-1949
ENSG00000284643.1	ENST00000641394.1	SCYGR2	363	1-363
ENSG00000042304.12	ENST00000642055.1	C2orf83	453	1-453
ENSG00000284704.1	ENST00000642029.1	SCYGR3	303	1-303
ENSG00000284631.1	ENST00000641801.1	SCYGR4	1658	501-818
ENSG00000284667.1	ENST00000641976.1	SCYGR5	258	1-258
ENSG00000135917.16	ENST00000644224.2	SLC19A3	5213	89-1579
ENSG00000284725.1	ENST00000641918.1	SCYGR6	318	1-318
ENSG00000284718.1	ENST00000641700.1	SCYGR7	291	1-291
ENSG00000284635.1	ENST00000641981.1	SCYGR8	837	50-376
ENSG00000115009.13	ENST00000409189.7	CCL20	839	71-358
ENSG00000123977.10	ENST00000373666.6	DAW1	2476	637-1746
ENSG00000153820.13	ENST00000392056.8	SPHKAP	6954	90-5192
ENSG00000153823.19	ENST00000392054.7	PID1	2745	341-1087
ENSG00000187957.8	ENST00000341772.5	DNER	3257	133-2346
ENSG00000153827.14	ENST00000675453.1	TRIP12	10103	180-6386
ENSG00000153832.12	ENST00000373652.7	FBXO36	3120	422-895
ENSG00000163053.11	ENST00000295190.9	SLC16A14	4315	385-1917
ENSG00000135899.18	ENST00000258381.11	SP110	6192	113-2254
ENSG00000079263.19	ENST00000392045.8	SP140	3244	110-2713
ENSG00000185404.16	ENST00000415673.6	SP140L	2665	87-1829
ENSG00000067066.17	ENST00000340126.9	SP100	5414	97-2754
ENSG00000135932.11	ENST00000258418.10	CAB39	3829	433-1458
ENSG00000135916.16	ENST00000326427.11	ITM2C	2037	85-888
ENSG00000135898.10	ENST00000650999.1	GPR55	3844	210-1169
ENSG00000173699.16	ENST00000452881.5	SPATA3	1618	109-687
ENSG00000204128.6	ENST00000373640.5	C2orf72	3629	44-931
ENSG00000173692.13	ENST00000308696.11	PSMD1	3323	160-3021
ENSG00000135914.6	ENST00000258400.4	HTR2B	2170	438-1883
ENSG00000135931.18	ENST00000611582.5	ARMC9	7879	110-2566
ENSG00000156966.7	ENST00000287590.6	B3GNT7	3539	95-1300
ENSG00000115053.16	ENST00000322723.9	NCL	3924	132-2264
ENSG00000171596.7	ENST00000305141.5	NMUR1	3221	85-1365
ENSG00000177673.4	ENST00000313965.4	TEX44	1413	89-1276
ENSG00000187514.16	ENST00000409115.7	PTMA	1221	199-531
ENSG00000156973.14	ENST00000287600.9	PDE6D	1140	169-621
ENSG00000144524.18	ENST00000373608.7	COPS7B	2563	108-929
ENSG00000163273.4	ENST00000409852.2	NPPC	1055	148-528
ENSG00000144535.20	ENST00000433430.5	DIS3L2	4671	1-1071
ENSG00000163283.7	ENST00000392027.3	ALPP	2754	53-1660
ENSG00000163286.9	ENST00000295453.8	ALPG	2492	52-1650
ENSG00000163295.5	ENST00000295463.4	ALPI	3241	48-1634
ENSG00000171551.12	ENST00000304546.6	ECEL1	2871	218-2545
ENSG00000237412.7	ENST00000617714.2	PRSS56	2233	212-2023
ENSG00000135902.10	ENST00000441621.6	CHRND	3022	224-931
ENSG00000196811.13	ENST00000651502.1	CHRNG	4009	57-1610
ENSG00000221944.9	ENST00000408957.7	TIGD1	6675	676-2451
ENSG00000135930.14	ENST00000409514.5	EIF4E2	3525	43-753
ENSG00000115468.12	ENST00000264059.8	EFHD1	1878	102-821
ENSG00000204120.15	ENST00000629305.2	GIGYF2	7878	198-4163
ENSG00000115474.7	ENST00000233826.4	KCNJ13	3609	138-1220
ENSG00000182600.9	ENST00000409230.5	SNORC	663	248-613
ENSG00000066248.15	ENST00000264051.8	NGEF	3184	264-2396
ENSG00000115488.3	ENST00000233840.3	NEU2	1143	1-1143
ENSG00000168918.14	ENST00000359570.9	INPP5D	5274	513-4079
ENSG00000085978.22	ENST00000392018.1	ATG16L1	3313	115-1989
ENSG00000130561.17	ENST00000409110.6	SAG	1596	236-1453
ENSG00000077044.11	ENST00000264057.7	DGKD	6308	26-3670
ENSG00000085982.13	ENST00000251722.10	USP40	5692	119-3826
ENSG00000242366.3	ENST00000373450.4	UGT1A8	2407	64-1656
ENSG00000242515.5	ENST00000344644.9	UGT1A10	2408	70-1662
ENSG00000241119.2	ENST00000354728.5	UGT1A9	2371	38-1630
ENSG00000244122.2	ENST00000373426.3	UGT1A7	2333	1-1593
ENSG00000167165.19	ENST00000305139.11	UGT1A6	2455	116-1714
ENSG00000240224.1	ENST00000373414.3	UGT1A5	2345	1-1605
ENSG00000244474.6	ENST00000373409.8	UGT1A4	2431	86-1690
ENSG00000243135.6	ENST00000482026.5	UGT1A3	2364	20-1624
ENSG00000241635.8	ENST00000360418.4	UGT1A1	3389	1-1335
ENSG00000185038.14	ENST00000389758.3	MROH2A	5355	167-5191
ENSG00000123485.12	ENST00000411486.7	HJURP	3157	36-2282
ENSG00000144481.17	ENST00000324695.9	TRPM8	5646	66-3380
ENSG00000072080.11	ENST00000168148.8	SPP2	1021	86-721
ENSG00000188042.8	ENST00000390645.2	ARL4C	4013	468-1046
ENSG00000130147.16	ENST00000409212.5	SH3BP4	5231	508-3399
ENSG00000157985.19	ENST00000304032.13	AGAP1	10889	645-3218
ENSG00000168505.7	ENST00000306318.5	GBX2	2140	416-1462
ENSG00000182177.14	ENST00000409749.7	ASB18	1401	1-1401
ENSG00000132321.17	ENST00000254653.9	IQCA1	3336	266-2305
ENSG00000144476.6	ENST00000272928.4	ACKR3	2015	127-1215
ENSG00000198612.11	ENST00000354371.7	COPS8	3438	77-706
ENSG00000163359.16	ENST00000295550.9	COL6A3	10532	243-9776
ENSG00000115648.14	ENST00000264605.8	MLPH	3744	212-2014
ENSG00000071677.1	ENST00000165524.1	PRLH	264	1-264
ENSG00000124839.13	ENST00000392001.6	RAB17	1792	609-767
ENSG00000124831.19	ENST00000244815.9	LRRFIP1	4370	241-2595
ENSG00000177483.11	ENST00000316997.8	RBM44	4282	133-3291
ENSG00000132329.11	ENST00000404910.6	RAMP1	857	250-630
ENSG00000184182.19	ENST00000272930.9	UBE2F	2137	136-693
ENSG00000258984.5	ENST00000449891.5	UBE2F-SCLY	2902	136-357
ENSG00000132330.18	ENST00000651534.1	SCLY	2526	108-1469
ENSG00000144488.15	ENST00000343063.8	ESPNL	4653	81-3098
ENSG00000168427.9	ENST00000409223.2	KLHL30	3780	162-1898
ENSG00000178752.16	ENST00000546354.6	ERFE	2939	39-1103
ENSG00000132323.9	ENST00000254654.8	ILKAP	1455	143-1321
ENSG00000144485.11	ENST00000409160.7	HES6	1600	134-778
ENSG00000132326.12	ENST00000254657.8	PER2	6380	282-4049
ENSG00000204104.12	ENST00000373327.5	TRAF3IP1	4199	146-2221
ENSG00000065802.12	ENST00000264607.9	ASB1	6891	145-1152
ENSG00000233608.4	ENST00000612363.2	TWIST2	1342	132-614
ENSG00000068024.17	ENST00000345617.7	HDAC4	8976	793-4047
ENSG00000130414.12	ENST00000252711.7	NDUFA10	4855	42-1109
ENSG00000182083.7	ENST00000402971.3	OR6B2	1492	28-966
ENSG00000178586.5	ENST00000641019.1	OR6B3	1097	102-1097
ENSG00000172428.11	ENST00000307266.7	COPS9	759	1-759
ENSG00000178602.8	ENST00000391989.6	OTOS	645	232-501
ENSG00000063660.9	ENST00000264039.7	GPC1	3719	257-1933
ENSG00000144504.15	ENST00000405002.5	ANKMY1	3304	483-1361
ENSG00000188542.10	ENST00000405954.2	DUSP28	4648	329-859
ENSG00000142327.13	ENST00000270357.10	RNPEPL1	5761	104-2281
ENSG00000142330.20	ENST00000391984.7	CAPN10	2621	179-2197
ENSG00000178623.12	ENST00000438013.3	GPR35	3821	2521-3450
ENSG00000185176.13	ENST00000414322.5	AQP12B	3013	70-195
ENSG00000184945.14	ENST00000429564.1	AQP12A	1110	64-987
ENSG00000130294.17	ENST00000498729.8	KIF1A	9218	248-5623
ENSG00000172482.5	ENST00000307503.4	AGXT	2900	43-1221
ENSG00000172478.18	ENST00000388934.5	MAB21L4	2525	160-1503
ENSG00000226321.5	ENST00000443866.2	CROCC2	5382	185-5152
ENSG00000162804.14	ENST00000310397.13	SNED1	8394	221-4462
ENSG00000122085.17	ENST00000241527.10	MTERF4	4529	23-1168
ENSG00000115687.14	ENST00000403638.7	PASK	5161	93-3524
ENSG00000115685.15	ENST00000272983.12	PPP1R7	1954	839-1792
ENSG00000146205.14	ENST00000674324.1	ANO7	4128	266-2905
ENSG00000115677.17	ENST00000391975.5	HDLBP	6372	229-4035
ENSG00000168385.18	ENST00000391973.6	SEPTIN2	3701	529-1614
ENSG00000006607.14	ENST00000413432.2	FARP2	6065	1-1449
ENSG00000115694.15	ENST00000316586.9	STK25	4515	243-1523
ENSG00000176720.6	ENST00000318407.5	BOK	2626	279-917
ENSG00000176946.12	ENST00000407315.6	THAP4	2076	142-1875
ENSG00000168397.17	ENST00000405546.7	ATG4B	3294	503-1645
ENSG00000168393.13	ENST00000400770.6	DTYMK	1089	162-413
ENSG00000168395.16	ENST00000313552.11	ING5	5197	28-750
ENSG00000180902.18	ENST00000436747.5	D2HGDH	4549	174-905
ENSG00000154252.12	ENST00000192314.7	GAL3ST2	1452	135-1331
ENSG00000204099.11	ENST00000391969.6	NEU4	2526	712-2166
ENSG00000188389.11	ENST00000334409.10	PDCD1	2097	57-923
ENSG00000188011.5	ENST00000419912.1	RTP5	2602	158-325
ENSG00000216921.8	ENST00000404031.5	FAM240C	595	80-367
ENSG00000134121.10	ENST00000256509.7	CHL1	7856	476-4150
ENSG00000134115.13	ENST00000446702.7	CNTN6	4065	180-3266
ENSG00000144619.15	ENST00000397461.5	CNTN4	5198	385-3465
ENSG00000091181.20	ENST00000446632.7	IL5RA	5739	576-1838
ENSG00000072756.17	ENST00000251607.11	TRNT1	2252	79-1383
ENSG00000113851.14	ENST00000639284.1	CRBN	2223	41-1513
ENSG00000144455.14	ENST00000448413.5	SUMF1	3150	17-1297
ENSG00000175928.6	ENST00000319331.4	LRRN1	5960	768-2918
ENSG00000170364.12	ENST00000358065.4	SETMAR	2443	68-2122
ENSG00000150995.19	ENST00000302640.12	ITPR1	10197	351-8582
ENSG00000134107.5	ENST00000256495.4	BHLHE40	3152	283-1521
ENSG00000134108.14	ENST00000256496.8	ARL8B	2933	175-735
ENSG00000134109.11	ENST00000256497.9	EDEM1	6113	100-2073
ENSG00000196277.16	ENST00000486284.5	GRM7	4241	275-3043
ENSG00000071282.12	ENST00000157600.8	LMCD1	8284	117-1214
ENSG00000125046.15	ENST00000455157.6	SSUH2	3219	334-588
ENSG00000182533.7	ENST00000343849.3	CAV3	1422	76-531
ENSG00000180914.10	ENST00000316793.7	OXTR	4364	626-1795
ENSG00000070950.10	ENST00000264926.7	RAD18	5857	88-1575
ENSG00000196220.16	ENST00000383836.8	SRGAP3	8923	696-3995
ENSG00000134077.16	ENST00000345094.7	THUMPD3	3961	335-1858
ENSG00000168137.18	ENST00000402198.7	SETD5	6931	540-4868
ENSG00000156959.9	ENST00000287585.8	LHFPL4	4900	307-1050
ENSG00000163719.20	ENST00000296003.9	MTMR14	2452	80-2032
ENSG00000144550.13	ENST00000383832.8	CPNE9	2042	165-1826
ENSG00000156983.16	ENST00000383829.7	BRPF1	4743	415-4077
ENSG00000114026.21	ENST00000302036.11	OGG1	2220	344-1618
ENSG00000134072.11	ENST00000256460.8	CAMK1	1453	149-1261
ENSG00000171148.13	ENST00000343450.2	TADA3	2554	549-1658
ENSG00000241553.12	ENST00000397261.7	ARPC4	2582	565-1071
ENSG00000250151.9	ENST00000397256.5	ARPC4-TTLL3	2466	9-1886
ENSG00000214021.16	ENST00000383827.5	TTLL3	4834	2282-3340
ENSG00000156990.14	ENST00000383820.9	RPUSD3	1225	3-1058
ENSG00000187288.11	ENST00000336832.7	CIDEC	1305	169-885
ENSG00000171135.15	ENST00000647897.1	JAGN1	1637	114-665
ENSG00000163701.19	ENST00000383815.7	IL17RE	2808	84-644
ENSG00000163702.20	ENST00000295981.7	IL17RC	2621	219-2594
ENSG00000288550.1	ENST00000673677.1	AC018809.3	1949	1-120
ENSG00000163703.19	ENST00000383811.8	CRELD1	2695	606-1868
ENSG00000163704.12	ENST00000412055.6	PRRT3	3775	145-3090
ENSG00000125037.12	ENST00000245046.6	EMC3	2777	460-1245
ENSG00000144554.11	ENST00000287647.7	FANCD2	5219	94-4509
ENSG00000163705.13	ENST00000450660.3	FANCD2OS	1087	250-783
ENSG00000254999.4	ENST00000530758.2	BRK1	1150	28-255
ENSG00000134086.8	ENST00000256474.3	VHL	4414	71-712
ENSG00000134070.5	ENST00000256458.5	IRAK2	3431	37-1914
ENSG00000157014.11	ENST00000287652.8	TATDN2	5342	1052-3337
ENSG00000272410.5	ENST00000450534.1	AC022384.1	2831	1-336
ENSG00000157017.16	ENST00000335542.13	GHRL	1434	872-1225
ENSG00000157020.18	ENST00000397117.5	SEC13	1603	593-1447
ENSG00000157087.20	ENST00000460129.5	ATP2B2	9101	415-3879
ENSG00000132164.10	ENST00000254488.7	SLC6A11	4249	39-1937
ENSG00000157103.12	ENST00000643396.1	SLC6A1	6767	2742-4541
ENSG00000196639.6	ENST00000397056.1	HRH1	4711	192-1655
ENSG00000197548.12	ENST00000354449.7	ATG7	4959	26-2137
ENSG00000144560.15	ENST00000430365.7	VGLL4	3775	398-1288
ENSG00000144559.10	ENST00000457498.5	TAMM41	2558	246-701
ENSG00000157152.17	ENST00000620175.4	SYN2	3871	147-1583
ENSG00000157150.5	ENST00000287814.5	TIMP4	1194	73-747
ENSG00000132170.22	ENST00000397026.7	PPARG	2029	408-1835
ENSG00000154743.18	ENST00000284995.11	TSEN2	2753	419-1816
ENSG00000225526.4	ENST00000564146.3	MKRN2OS	985	93-764
ENSG00000075975.16	ENST00000170447.12	MKRN2	2775	65-1315
ENSG00000132155.12	ENST00000251849.8	RAF1	3300	441-2387
ENSG00000088726.16	ENST00000314124.12	TMEM40	2025	78-779
ENSG00000144712.12	ENST00000650119.1	CAND2	4676	36-305
ENSG00000144713.13	ENST00000429711.7	RPL32	2094	78-485
ENSG00000144711.16	ENST00000613206.2	IQSEC1	7700	416-3760
ENSG00000132182.12	ENST00000254508.7	NUP210	7206	97-5760
ENSG00000163517.15	ENST00000446613.6	HDAC11	2875	218-928
ENSG00000163520.14	ENST00000404922.8	FBLN2	4306	126-3821
ENSG00000154764.6	ENST00000285018.5	WNT7A	3991	256-1305
ENSG00000163528.13	ENST00000295767.9	CHCHD4	1603	326-793
ENSG00000170876.8	ENST00000306077.5	TMEM43	3230	143-1345
ENSG00000268279.4	ENST00000608606.1	AC090004.1	653	1-400
ENSG00000154767.15	ENST00000285021.12	XPC	3650	34-2856
ENSG00000170860.4	ENST00000306024.4	LSM3	3359	45-353
ENSG00000131389.17	ENST00000622186.4	SLC6A6	6528	326-2188
ENSG00000144596.13	ENST00000619221.4	GRIP2	7977	1-3423
ENSG00000154781.16	ENST00000383794.7	CCDC174	2940	76-1479
ENSG00000131379.10	ENST00000253697.8	C3orf20	3286	411-3125
ENSG00000154783.12	ENST00000285046.10	FGD5	5903	111-4499
ENSG00000177463.15	ENST00000617312.4	NR2C2	8113	1-1848
ENSG00000131368.8	ENST00000253686.7	MRPS25	4572	122-643
ENSG00000131381.12	ENST00000253699.7	RBSN	6678	615-2969
ENSG00000131375.10	ENST00000253693.7	CAPN7	4348	251-2692
ENSG00000131370.16	ENST00000383791.8	SH3BP5	3279	179-1546
ENSG00000206562.12	ENST00000443029.5	METTL6	4020	242-1096
ENSG00000144597.14	ENST00000396842.7	EAF1	4447	183-989
ENSG00000206561.13	ENST00000383788.10	COLQ	2960	82-1449
ENSG00000131373.15	ENST00000628377.2	HACL1	2214	390-749
ENSG00000169814.16	ENST00000643237.3	BTD	9964	167-1738
ENSG00000206560.11	ENST00000399451.6	ANKRD28	6564	369-3530
ENSG00000131386.19	ENST00000339732.10	GALNT15	5057	473-2392
ENSG00000154813.10	ENST00000488423.2	DPH3	4019	68-316
ENSG00000154814.14	ENST00000627468.2	OXNAD1	3983	467-1459
ENSG00000131378.14	ENST00000334133.9	RFTN1	2986	267-2003
ENSG00000092345.14	ENST00000250863.12	DAZL	3104	289-1236
ENSG00000154822.18	ENST00000615277.5	PLCL2	4161	86-3469
ENSG00000131374.14	ENST00000253692.11	TBC1D5	7854	1666-4053
ENSG00000182568.17	ENST00000338745.11	SATB1	7822	1738-4029
ENSG00000183960.9	ENST00000452398.5	KCNH8	5082	187-774
ENSG00000163576.18	ENST00000295824.14	EFHB	2860	200-2701
ENSG00000144566.11	ENST00000273047.9	RAB5A	2518	519-1166
ENSG00000183977.14	ENST00000389050.5	PP2D1	2119	193-2085
ENSG00000114166.8	ENST00000263754.5	KAT2B	4410	33-2531
ENSG00000129810.15	ENST00000412997.6	SGO1	3070	267-1850
ENSG00000151789.12	ENST00000281523.8	ZNF385D	10478	295-1482
ENSG00000182247.10	ENST00000396703.6	UBE2E2	2715	147-752
ENSG00000170142.12	ENST00000306627.8	UBE2E1	1783	168-749
ENSG00000197885.11	ENST00000425478.7	NKIRAS1	4069	347-925
ENSG00000174748.22	ENST00000456530.7	RPL15	3182	46-483
ENSG00000174738.13	ENST00000312521.9	NR1D2	5231	294-2033
ENSG00000151090.20	ENST00000646209.2	THRB	7576	460-1845
ENSG00000077092.19	ENST00000330688.9	RARB	3132	470-1816
ENSG00000077097.15	ENST00000435706.6	TOP2B	5389	203-5068
ENSG00000151092.18	ENST00000280700.10	NGLY1	2534	54-2018
ENSG00000151093.8	ENST00000280701.8	OXSM	1506	90-1469
ENSG00000179796.12	ENST00000648296.1	LRRC3B	6913	1118-1897
ENSG00000163491.16	ENST00000429845.6	NEK10	4250	364-3882
ENSG00000033867.16	ENST00000425128.6	SLC4A7	7970	322-3927
ENSG00000163508.13	ENST00000295743.8	EOMES	3386	205-2265
ENSG00000187118.14	ENST00000466830.6	CMC1	6009	176-496
ENSG00000163512.14	ENST00000479665.6	AZI2	4403	230-1408
ENSG00000206559.8	ENST00000383768.7	ZCWPW2	3357	617-1687
ENSG00000283563.1	ENST00000635992.1	AC098650.1	3535	40-588
ENSG00000144642.22	ENST00000434693.6	RBMS3	8540	701-2011
ENSG00000163513.19	ENST00000359013.4	TGFBR2	4605	284-2062
ENSG00000144644.14	ENST00000454381.3	GADL1	4509	48-1304
ENSG00000163527.10	ENST00000295770.4	STT3B	4107	75-2555
ENSG00000144645.14	ENST00000429492.6	OSBPL10	7723	1-1616
ENSG00000197385.6	ENST00000360311.5	ZNF860	3217	574-2472
ENSG00000152642.11	ENST00000282541.10	GPD1L	3947	93-1148
ENSG00000170293.9	ENST00000307526.4	CMTM8	1169	294-815
ENSG00000153551.14	ENST00000334983.10	CMTM7	1856	55-582
ENSG00000091317.8	ENST00000205636.4	CMTM6	3307	108-659
ENSG00000144635.9	ENST00000273130.9	DYNC1LI1	2485	89-1660
ENSG00000182973.18	ENST00000328834.9	CNOT10	2815	317-2551
ENSG00000206557.6	ENST00000383763.6	TRIM71	8704	85-2691
ENSG00000183813.7	ENST00000330953.6	CCR4	3025	99-1181
ENSG00000170266.16	ENST00000307363.10	GLB1	2523	62-2095
ENSG00000188167.9	ENST00000342462.5	TMPPE	4310	537-1898
ENSG00000170275.15	ENST00000320954.11	CRTAP	6595	65-1270
ENSG00000173705.9	ENST00000309558.8	SUSD5	4602	14-1903
ENSG00000153558.16	ENST00000484457.6	FBXL2	3827	72-1343
ENSG00000153560.12	ENST00000283629.8	UBP1	4175	558-2180
ENSG00000163539.17	ENST00000399362.8	CLASP2	7282	355-4896
ENSG00000170248.15	ENST00000648706.1	PDCD6IP	6049	155-1057
ENSG00000172995.16	ENST00000187397.8	ARPP21	3433	457-2895
ENSG00000144681.10	ENST00000273183.7	STAC	3227	301-1509
ENSG00000163673.7	ENST00000636136.1	DCLK3	5446	87-2540
ENSG00000168016.15	ENST00000646897.1	TRANK1	11776	178-5067
ENSG00000178567.8	ENST00000322716.8	EPM2AIP1	8089	55-1878
ENSG00000076242.16	ENST00000673947.1	MLH1	2698	10-126
ENSG00000093167.18	ENST00000336686.9	LRRFIP2	3490	100-2265
ENSG00000144674.16	ENST00000361924.6	GOLGA4	7772	375-7067
ENSG00000144668.12	ENST00000264741.10	ITGA9	7860	235-3342
ENSG00000144677.15	ENST00000273179.10	CTDSPL	4753	321-1151
ENSG00000136059.14	ENST00000283713.10	VILL	2970	267-2837
ENSG00000187091.14	ENST00000463876.5	PLCD1	2963	355-2688
ENSG00000008226.20	ENST00000308059.11	DLEC1	6899	19-5286
ENSG00000060971.19	ENST00000411549.5	ACAA1	1944	208-669
ENSG00000172936.16	ENST00000396334.8	MYD88	2850	224-1114
ENSG00000172939.9	ENST00000311806.8	OXSR1	4517	341-1924
ENSG00000172940.13	ENST00000311856.9	SLC22A13	2997	50-1705
ENSG00000144671.10	ENST00000273173.4	SLC22A14	2202	92-1876
ENSG00000093217.11	ENST00000207870.8	XYLB	3667	85-1695
ENSG00000114739.14	ENST00000352511.5	ACVR2B	11782	434-1972
ENSG00000157036.13	ENST00000287675.10	EXOG	3076	29-1135
ENSG00000183873.18	ENST00000333535.9	SCN5A	8519	210-6260
ENSG00000185313.8	ENST00000655275.1	SCN10A	6704	263-6157
ENSG00000168356.13	ENST00000668754.1	SCN11A	7285	985-6360
ENSG00000114742.14	ENST00000302313.10	WDR48	3965	11-2044
ENSG00000114745.13	ENST00000319283.7	GORASP1	3722	823-2145
ENSG00000168026.18	ENST00000431162.6	TTC21A	4209	135-4097
ENSG00000144655.15	ENST00000273153.10	CSRNP1	3164	195-1964
ENSG00000168334.9	ENST00000340369.4	XIRP1	6461	231-5762
ENSG00000168329.14	ENST00000541347.5	CX3CR1	3255	241-1308
ENSG00000179934.7	ENST00000326306.5	CCR8	1484	136-1203
ENSG00000144659.13	ENST00000650617.1	SLC25A38	2101	356-1270
ENSG00000168028.14	ENST00000301821.11	RPSA	1140	79-966
ENSG00000168314.17	ENST00000452959.6	MOBP	5675	126-371
ENSG00000170011.14	ENST00000302541.11	MYRIP	5073	339-2918
ENSG00000114784.4	ENST00000232905.4	EIF1B	987	236-577
ENSG00000168032.10	ENST00000647765.1	ENTPD3	3026	77-445
ENSG00000188846.14	ENST00000396203.7	RPL14	7136	134-781
ENSG00000177873.14	ENST00000432264.4	ZNF619	4841	299-2029
ENSG00000177842.12	ENST00000314529.10	ZNF620	3291	150-1418
ENSG00000172888.12	ENST00000339296.10	ZNF621	8389	378-1697
ENSG00000168036.18	ENST00000645320.1	CTNNB1	4735	1844-4189
ENSG00000168038.11	ENST00000301831.9	ULK4	4294	137-3964
ENSG00000182606.16	ENST00000487159.5	TRAK1	5536	835-3384
ENSG00000187094.12	ENST00000396169.7	CCK	1504	885-1232
ENSG00000157093.9	ENST00000287748.8	LYZL4	909	287-727
ENSG00000114812.13	ENST00000433647.5	VIPR1	3161	625-1875
ENSG00000093183.14	ENST00000264454.8	SEC22C	6340	150-1061
ENSG00000008324.12	ENST00000011691.6	SS18L2	2697	39-272
ENSG00000114857.18	ENST00000429888.5	NKTR	7325	121-438
ENSG00000114853.14	ENST00000232974.11	ZBTB47	5494	269-2512
ENSG00000157119.12	ENST00000287777.5	KLHL40	2499	83-1948
ENSG00000010282.15	ENST00000441594.6	HHATL	1836	234-1748
ENSG00000244607.7	ENST00000310232.11	CCDC13	5456	85-2232
ENSG00000280571.2	ENST00000648550.1	AC006059.2	5555	115-2331
ENSG00000181061.14	ENST00000321331.12	HIGD1A	2722	78-359
ENSG00000144648.16	ENST00000422265.6	ACKR2	2990	207-1361
ENSG00000273291.5	ENST00000443313.5	AC092042.3	950	111-431
ENSG00000240747.8	ENST00000418176.1	KRBOX1	2566	2035-2421
ENSG00000180432.6	ENST00000316161.6	CYP8B1	3688	64-1569
ENSG00000182983.15	ENST00000440367.7	ZNF662	5381	121-1401
ENSG00000144649.9	ENST00000430121.3	GASK1A	3389	333-2060
ENSG00000144647.6	ENST00000344697.3	POMGNT2	2547	350-2092
ENSG00000163788.14	ENST00000296088.12	SNRK	5188	305-2602
ENSG00000160746.13	ENST00000292246.8	ANO10	3155	115-2097
ENSG00000011198.10	ENST00000644371.2	ABHD5	5298	56-1105
ENSG00000173769.4	ENST00000309765.4	TOPAZ1	5334	169-5247
ENSG00000179152.20	ENST00000431657.5	TCAIM	3449	104-451
ENSG00000185219.17	ENST00000396077.8	ZNF445	18314	349-3444
ENSG00000178917.16	ENST00000436261.5	ZNF852	1968	162-1793
ENSG00000196345.13	ENST00000273320.7	ZKSCAN7	3477	430-2694
ENSG00000144792.9	ENST00000322734.2	ZNF660	5834	334-1329
ENSG00000186448.15	ENST00000344387.9	ZNF197	7530	190-3279
ENSG00000169981.11	ENST00000396056.7	ZNF35	2658	231-1814
ENSG00000196653.12	ENST00000296091.8	ZNF502	3270	257-1891
ENSG00000186446.12	ENST00000620116.5	ZNF501	3353	692-1507
ENSG00000163807.6	ENST00000296121.6	KIAA1143	5079	18-482
ENSG00000163808.17	ENST00000438321.5	KIF15	4795	146-397
ENSG00000169964.8	ENST00000302392.5	TMEM42	977	14-493
ENSG00000163810.12	ENST00000296125.9	TGM4	3391	72-2126
